epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,2897.6,0.99228,0.73154,1.13358,0.87043,0.74297,0.83197,0.61982,0.9251,0.66679,1.02861,0.00085744,0.00085744,0.00085744
146,2917.68,0.95596,0.72056,1.11825,0.86832,0.73579,0.82521,0.61237,0.91006,0.67955,1.00931,0.00085645,0.00085645,0.00085645
147,2937.64,0.95805,0.73309,1.12245,0.86717,0.72205,0.82132,0.60011,0.97046,0.6947,1.03517,0.00085546,0.00085546,0.00085546
148,2957.5,0.97544,0.72025,1.13016,0.86001,0.72978,0.8267,0.61606,0.90625,0.67841,1.0204,0.00085447,0.00085447,0.00085447
149,2977.31,0.95621,0.72494,1.1069,0.89325,0.71978,0.83008,0.61183,0.94559,0.67908,1.01565,0.00085348,0.00085348,0.00085348
150,2997.22,0.96338,0.72902,1.11489,0.87444,0.73456,0.83043,0.61983,0.91165,0.66691,1.01406,0.00085249,0.00085249,0.00085249
151,3017.14,0.97148,0.72541,1.11639,0.89428,0.73118,0.83315,0.61938,0.92607,0.66707,1.01668,0.0008515,0.0008515,0.0008515
152,3037.1,0.96206,0.73499,1.11987,0.87743,0.74408,0.83539,0.62458,0.89905,0.66283,1.00911,0.00085051,0.00085051,0.00085051
153,3057.05,0.95968,0.72066,1.11385,0.89383,0.72197,0.8275,0.6167,0.91713,0.68383,1.01733,0.00084952,0.00084952,0.00084952
154,3077,0.95834,0.73235,1.11548,0.85752,0.73989,0.81858,0.59464,0.97943,0.69318,1.0351,0.00084853,0.00084853,0.00084853
155,3096.96,0.94948,0.72074,1.11167,0.86769,0.74398,0.83143,0.61812,0.92804,0.66367,1.02632,0.00084754,0.00084754,0.00084754
156,3117.07,0.96532,0.7313,1.11669,0.86011,0.72913,0.81515,0.60043,0.94003,0.69175,1.03564,0.00084655,0.00084655,0.00084655
157,3136.97,0.94287,0.70395,1.1098,0.87471,0.72401,0.81311,0.60428,0.91731,0.68918,1.0105,0.00084556,0.00084556,0.00084556
158,3156.81,0.95453,0.71962,1.11634,0.91612,0.69995,0.82121,0.61538,0.92323,0.6875,1.02114,0.00084457,0.00084457,0.00084457
159,3176.58,0.95899,0.71938,1.10668,0.86207,0.73607,0.82223,0.61046,0.91936,0.68283,1.01995,0.00084358,0.00084358,0.00084358
160,3196.65,0.978,0.71837,1.12619,0.87797,0.72576,0.8251,0.60446,0.94812,0.67477,1.02346,0.00084259,0.00084259,0.00084259
161,3216.5,0.95043,0.71154,1.1103,0.8783,0.73477,0.83188,0.61264,0.95154,0.66379,1.03804,0.0008416,0.0008416,0.0008416
162,3236.34,0.93675,0.7247,1.11532,0.88313,0.72555,0.82537,0.61394,0.91149,0.66759,1.01752,0.00084061,0.00084061,0.00084061
163,3256.27,0.94848,0.7063,1.1157,0.88073,0.7363,0.82791,0.61389,0.91382,0.68617,1.02705,0.00083962,0.00083962,0.00083962
164,3276.3,0.94301,0.70201,1.10096,0.87038,0.73118,0.82461,0.61706,0.92957,0.65814,1.04181,0.00083863,0.00083863,0.00083863
165,3296.14,0.98135,0.71034,1.12113,0.89152,0.72801,0.83001,0.61496,0.93377,0.66346,1.03656,0.00083764,0.00083764,0.00083764
166,3315.98,0.93364,0.6914,1.10418,0.89563,0.71618,0.82629,0.61865,0.93553,0.67544,1.02979,0.00083665,0.00083665,0.00083665
167,3335.89,0.94427,0.70677,1.10472,0.89451,0.71889,0.82571,0.61718,0.92053,0.6649,1.01754,0.00083566,0.00083566,0.00083566
168,3355.82,0.93459,0.69162,1.10762,0.89126,0.73021,0.83694,0.6118,0.96516,0.66599,1.03442,0.00083467,0.00083467,0.00083467
169,3375.71,0.9457,0.69496,1.10989,0.87865,0.73528,0.83009,0.60668,0.97206,0.68153,1.04116,0.00083368,0.00083368,0.00083368
170,3395.57,0.96803,0.70102,1.10975,0.86481,0.74603,0.83073,0.62188,0.88373,0.65501,1.01162,0.00083269,0.00083269,0.00083269
171,3415.56,0.93552,0.70351,1.10481,0.86917,0.74835,0.82881,0.62179,0.92157,0.65873,1.03357,0.0008317,0.0008317,0.0008317
172,3435.52,0.94534,0.70336,1.10348,0.89223,0.73425,0.83386,0.62241,0.92069,0.66053,1.03171,0.00083071,0.00083071,0.00083071
173,3455.43,0.9425,0.69611,1.10941,0.88915,0.71872,0.8287,0.61465,0.92059,0.66319,1.01405,0.00082972,0.00082972,0.00082972
174,3475.36,0.93431,0.69605,1.10592,0.87812,0.73784,0.82905,0.62369,0.89202,0.64136,1.01856,0.00082873,0.00082873,0.00082873
175,3495.19,0.93263,0.69576,1.11052,0.88561,0.74127,0.83452,0.62309,0.89925,0.66072,1.01657,0.00082774,0.00082774,0.00082774
176,3515.13,0.92595,0.68814,1.09652,0.89062,0.72547,0.82981,0.62281,0.91356,0.66714,1.03033,0.00082675,0.00082675,0.00082675
