epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,3101,0.90919,0.65988,1.1121,0.8784,0.72864,0.82882,0.59579,0.98422,0.67749,1.03113,0.00084061,0.00084061,0.00084061
163,3119.92,0.90272,0.66606,1.1212,0.87144,0.73528,0.82524,0.61321,0.89854,0.67045,1.01258,0.00083962,0.00083962,0.00083962
164,3138.77,0.90113,0.64911,1.11041,0.88383,0.72459,0.83152,0.61638,0.93248,0.68159,1.02261,0.00083863,0.00083863,0.00083863
165,3157.7,0.91823,0.66069,1.12909,0.87815,0.72696,0.82194,0.61172,0.92449,0.68269,1.01281,0.00083764,0.00083764,0.00083764
166,3176.79,0.91825,0.66528,1.129,0.86975,0.72143,0.81586,0.60169,0.94488,0.68005,1.0363,0.00083665,0.00083665,0.00083665
167,3195.7,0.89241,0.6524,1.10346,0.87964,0.7445,0.83522,0.6175,0.92431,0.65843,1.02179,0.00083566,0.00083566,0.00083566
168,3214.62,0.87808,0.64543,1.1052,0.87495,0.74515,0.83309,0.61349,0.94153,0.66748,1.02379,0.00083467,0.00083467,0.00083467
169,3233.55,0.91525,0.66808,1.11996,0.88545,0.72825,0.82654,0.61099,0.91961,0.69008,1.01872,0.00083368,0.00083368,0.00083368
170,3252.46,0.89366,0.65531,1.11578,0.88457,0.7259,0.81941,0.6088,0.93262,0.67737,1.04099,0.00083269,0.00083269,0.00083269
171,3271.37,0.88477,0.65106,1.11711,0.89986,0.72699,0.83058,0.61708,0.92466,0.65757,1.03554,0.0008317,0.0008317,0.0008317
172,3290.35,0.89335,0.65938,1.10448,0.84709,0.74962,0.82732,0.62871,0.8879,0.66536,1.00907,0.00083071,0.00083071,0.00083071
173,3309.19,0.89844,0.64908,1.10576,0.89205,0.73477,0.83384,0.62968,0.90573,0.66073,1.0296,0.00082972,0.00082972,0.00082972
174,3328.07,0.86363,0.63386,1.09182,0.89317,0.73835,0.8393,0.62858,0.92225,0.64055,1.02678,0.00082873,0.00082873,0.00082873
175,3347,0.90678,0.64412,1.12351,0.87063,0.74552,0.8289,0.61318,0.94964,0.6514,1.0469,0.00082774,0.00082774,0.00082774
176,3365.82,0.88757,0.63682,1.10922,0.88175,0.74142,0.83638,0.62326,0.89516,0.64472,1.02652,0.00082675,0.00082675,0.00082675
177,3384.77,0.88502,0.63602,1.10158,0.88222,0.75176,0.83842,0.62794,0.89885,0.63122,1.03105,0.00082576,0.00082576,0.00082576
178,3403.76,0.85949,0.61979,1.0858,0.8789,0.75811,0.83905,0.63675,0.88408,0.6449,1.02677,0.00082477,0.00082477,0.00082477
